frame	timestamp	confidence	success	pose_Rx	pose_Ry	pose_Rz	AU01_r	AU02_r	AU04_r	AU05_r	AU06_r	AU07_r	AU09_r	AU10_r	AU12_r	AU14_r	AU15_r	AU17_r	AU20_r	AU23_r	AU25_r	AU26_r	AU45_r	stage
7996	319.8	0.98	1	-0.415	-0.042	-0.062	0	0.05	0	0	0.29	0.01	0.02	0	0	0	0.33	0.48	0.01	0.06	0	0	0.29	SST
7997	319.84	0.98	1	-0.415	-0.042	-0.062	0	0.01	0	0	0.21	0.01	0	0	0	0	0.45	0.46	0.07	0.03	0	0.02	0.05	SST
7998	319.88	0.98	1	-0.415	-0.042	-0.062	0	0.01	0	0	0.19	0.01	0	0	0	0	0.27	0.37	0.07	0.06	0	0.02	0.03	SST
7999	319.92	0.98	1	-0.417	-0.045	-0.063	0	0	0	0	0.17	0	0	0	0	0	0.15	0.33	0.06	0.13	0	0.02	0.01	SST
8000	319.96	0.98	1	-0.416	-0.046	-0.063	0	0	0	0	0.14	0	0	0.01	0	0	0.04	0.32	0	0.17	0	0	0.01	SST
8001	320	0.98	1	-0.414	-0.047	-0.062	0	0	0	0	0.13	0	0	0.01	0	0	0.04	0.35	0	0.17	0	0	0.01	SST
8002	320.04	0.98	1	-0.414	-0.047	-0.062	0	0	0	0	0.12	0	0	0.01	0	0	0.04	0.33	0	0.13	0	0	0.01	SST
8003	320.08	0.98	1	-0.414	-0.047	-0.062	0	0	0	0	0.12	0	0	0	0	0	0.06	0.26	0	0.14	0	0	0	SST
8004	320.12	0.98	1	-0.41	-0.046	-0.061	0	0	0	0	0.09	0	0	0	0	0	0.18	0.32	0	0.17	0	0	0	SST
8005	320.16	0.98	1	-0.407	-0.042	-0.059	0	0	0	0	0.11	0	0	0	0	0.05	0.23	0.32	0	0.17	0	0.01	0	SST
8006	320.2	0.98	1	-0.411	-0.043	-0.06	0	0	0	0	0.1	0	0	0	0	0.07	0.21	0.34	0	0.14	0	0.01	0	SST
8007	320.24	0.98	1	-0.412	-0.042	-0.06	0	0	0	0	0.12	0	0	0	0	0.07	0.09	0.21	0	0.08	0	0.01	0	SST
8008	320.28	0.98	1	-0.412	-0.043	-0.06	0	0	0	0	0.13	0	0	0	0	0.03	0.04	0.24	0	0.11	0	0	0	SST
8009	320.32	0.98	1	-0.413	-0.043	-0.062	0	0	0	0	0.16	0	0	0	0	0.01	0	0.3	0	0.15	0	0	0	SST
8010	320.36	0.98	1	-0.414	-0.043	-0.063	0	0	0	0	0.19	0	0	0	0	0	0	0.36	0	0.2	0	0	0	SST
8011	320.4	0.98	1	-0.414	-0.043	-0.063	0	0	0	0	0.2	0	0	0.01	0	0	0.01	0.32	0	0.16	0	0.06	0	SST
8012	320.44	0.98	1	-0.416	-0.042	-0.064	0	0.04	0	0	0.23	0	0	0.05	0	0	0.05	0.2	0	0.14	0	0.14	0	SST
8013	320.48	0.98	1	-0.416	-0.041	-0.063	0	0.05	0	0	0.22	0	0	0.05	0	0	0.1	0.19	0	0.13	0	0.18	0	SST
8014	320.52	0.98	1	-0.417	-0.042	-0.063	0	0.05	0	0	0.17	0	0	0.03	0	0	0.14	0.23	0	0.15	0	0.21	0	SST
8015	320.56	0.98	1	-0.417	-0.042	-0.063	0	0.01	0	0	0.12	0	0	0	0	0	0.15	0.32	0	0.14	0	0.21	0	SST
8016	320.6	0.98	1	-0.417	-0.042	-0.063	0.06	0	0	0	0.1	0	0	0	0	0	0.22	0.36	0.01	0.1	0	0.17	0	SST
8017	320.64	0.98	1	-0.414	-0.041	-0.062	0.12	0	0	0	0.11	0.03	0	0	0	0	0.28	0.41	0.07	0.06	0	0.08	0	SST
8018	320.68	0.98	1	-0.413	-0.042	-0.062	0.16	0	0	0	0.12	0.03	0	0	0	0	0.32	0.46	0.12	0.05	0	0	0	SST
8019	320.72	0.98	1	-0.413	-0.042	-0.062	0.1	0	0	0	0.12	0.03	0	0	0	0	0.38	0.45	0.14	0.08	0	0	0	SST
8020	320.76	0.98	1	-0.412	-0.044	-0.061	0.05	0	0	0	0.12	0	0	0	0	0	0.42	0.43	0.12	0.1	0	0.03	0	SST
8021	320.8	0.98	1	-0.412	-0.044	-0.061	0	0	0	0	0.14	0	0	0	0	0	0.32	0.39	0.19	0.09	0	0.03	0	SST
8022	320.84	0.98	1	-0.413	-0.042	-0.061	0	0	0	0	0.16	0	0	0	0	0	0.17	0.41	0.25	0.04	0	0.03	0	SST
8023	320.88	0.98	1	-0.414	-0.043	-0.061	0	0	0	0	0.18	0	0	0	0	0	0.07	0.44	0.22	0.1	0	0	0	SST
8024	320.92	0.98	1	-0.407	-0.042	-0.061	0	0	0	0	0.18	0	0	0	0	0	0.07	0.5	0.09	0.19	0	0	0	SST
8025	320.96	0.98	1	-0.407	-0.042	-0.061	0	0	0	0	0.19	0	0	0	0	0	0.06	0.5	0	0.26	0.02	0	0	SST
8026	321	0.98	1	-0.407	-0.042	-0.061	0	0	0	0	0.13	0	0	0	0	0	0.08	0.48	0.02	0.18	0.02	0	0	SST
8027	321.04	0.98	1	-0.41	-0.043	-0.062	0	0	0	0	0.06	0	0	0	0	0	0.16	0.46	0.06	0.1	0.02	0	0	SST
8028	321.08	0.98	1	-0.41	-0.042	-0.062	0	0	0	0	0.07	0	0	0	0	0	0.21	0.38	0.06	0.07	0	0	0	SST
8029	321.12	0.98	1	-0.408	-0.041	-0.063	0	0	0	0	0.14	0	0	0.03	0	0	0.19	0.32	0.08	0.07	0	0	0	SST
8030	321.16	0.98	1	-0.407	-0.041	-0.063	0	0	0	0	0.22	0	0	0.05	0	0	0.16	0.27	0.06	0.09	0	0	0	SST
8031	321.2	0.98	1	-0.407	-0.041	-0.062	0	0	0	0	0.2	0	0	0.04	0	0	0.12	0.23	0.06	0.09	0	0	0	SST
8032	321.24	0.98	1	-0.41	-0.041	-0.064	0	0	0	0	0.17	0	0	0.02	0	0	0.09	0.17	0.02	0.11	0	0	0	SST
8033	321.28	0.98	1	-0.41	-0.04	-0.064	0	0	0	0	0.12	0	0	0	0	0.02	0.09	0.23	0	0.19	0	0.03	0	SST
8034	321.32	0.98	1	-0.407	-0.043	-0.064	0	0	0	0	0.09	0	0	0	0	0.08	0.15	0.34	0	0.24	0	0.09	0	SST
8035	321.36	0.98	1	-0.408	-0.043	-0.064	0	0	0	0	0.07	0	0	0	0	0.11	0.18	0.45	0	0.28	0	0.14	0	SST
8036	321.4	0.98	1	-0.408	-0.043	-0.064	0	0	0	0	0.08	0	0	0	0	0.09	0.13	0.39	0	0.27	0	0.1	0	SST
8037	321.44	0.98	1	-0.409	-0.045	-0.065	0	0	0	0	0.1	0	0	0	0	0.04	0.08	0.31	0	0.26	0	0.05	0	SST
8038	321.48	0.98	1	-0.409	-0.044	-0.065	0	0	0	0	0.09	0.05	0	0	0	0	0.02	0.4	0	0.22	0	0	0	SST
8039	321.52	0.98	1	-0.411	-0.04	-0.064	0	0	0	0	0.07	0.11	0	0	0	0	0.02	0.53	0.04	0.18	0	0	0	SST
8040	321.56	0.98	1	-0.412	-0.04	-0.065	0.01	0	0	0	0.05	0.16	0	0	0	0	0.13	0.6	0.07	0.22	0.06	0.01	0	SST
8041	321.6	0.98	1	-0.407	-0.041	-0.063	0.01	0	0	0	0.1	0.14	0	0	0	0	0.13	0.47	0.07	0.2	0.09	0.01	0.08	SST
8042	321.64	0.98	1	-0.408	-0.041	-0.062	0.01	0	0	0	0.15	0.08	0	0	0	0	0.13	0.3	0.03	0.16	0.12	0.01	0.16	SST
8043	321.68	0.98	1	-0.408	-0.042	-0.062	0	0	0	0	0.18	0.11	0.01	0	0	0	0	0.24	0	0.11	0.06	0	0.2	SST
8044	321.72	0.98	1	-0.409	-0.046	-0.062	0	0	0	0	0.18	0.14	0.01	0	0	0	0	0.23	0	0.16	0.03	0.03	0.18	SST
8045	321.76	0.98	1	-0.411	-0.046	-0.062	0	0	0	0	0.19	0.23	0.01	0	0	0	0	0.24	0	0.2	0	0.04	0.16	SST
8046	321.8	0.98	1	-0.41	-0.046	-0.062	0	0	0	0	0.22	0.34	0.01	0	0	0.05	0.01	0.22	0	0.2	0.05	0.04	0.12	SST
8047	321.84	0.98	1	-0.407	-0.04	-0.062	0	0	0	0	0.24	0.43	0.01	0	0	0.08	0.05	0.16	0	0.21	0.05	0.02	0.07	SST
8048	321.88	0.98	1	-0.407	-0.04	-0.062	0	0	0	0	0.28	0.5	0.01	0	0	0.08	0.11	0.09	0	0.18	0.05	0	0.01	SST
8049	321.92	0.98	1	-0.411	-0.043	-0.062	0	0	0	0	0.32	0.45	0	0	0	0.05	0.1	0.03	0	0.16	0.01	0	0	SST
8050	321.96	0.98	1	-0.41	-0.043	-0.061	0	0	0	0	0.36	0.4	0	0	0	0.01	0.08	0.03	0	0.15	0	0	0	SST
8051	322	0.98	1	-0.409	-0.043	-0.061	0	0	0	0	0.34	0.27	0	0	0	0.01	0.06	0.09	0	0.21	0.01	0.03	0	SST
8052	322.04	0.98	1	-0.407	-0.04	-0.06	0	0	0	0	0.32	0.13	0	0	0	0.01	0.14	0.2	0.06	0.3	0.08	0.13	0	SST
8053	322.08	0.98	1	-0.41	-0.043	-0.059	0	0	0	0	0.27	0.02	0	0	0	0.01	0.13	0.19	0.09	0.3	0.08	0.15	0	SST
8054	322.12	0.98	1	-0.406	-0.044	-0.059	0	0	0	0	0.24	0.05	0	0	0	0.01	0.14	0.15	0.16	0.3	0.07	0.15	0	SST
8055	322.16	0.98	1	-0.407	-0.043	-0.059	0	0	0	0	0.19	0.09	0	0	0	0	0.09	0.06	0.2	0.25	0	0.05	0	SST
8056	322.2	0.98	1	-0.406	-0.043	-0.059	0	0	0	0	0.21	0.09	0	0	0	0	0.1	0.11	0.22	0.23	0.05	0.14	0	SST
8057	322.24	0.98	1	-0.406	-0.043	-0.06	0	0	0	0	0.22	0.04	0	0	0	0	0.1	0.25	0.23	0.19	0.05	0.17	0.01	SST
8058	322.28	0.98	1	-0.406	-0.042	-0.06	0	0	0	0	0.19	0	0	0	0	0	0.06	0.37	0.13	0.18	0.06	0.39	0.13	SST
8059	322.32	0.98	1	-0.406	-0.043	-0.06	0	0	0	0	0.12	0	0	0	0	0	0.04	0.44	0.08	0.21	0.05	0.46	0.28	SST
8060	322.36	0.98	1	-0.405	-0.043	-0.06	0	0	0	0	0.07	0	0	0	0	0	0	0.42	0	0.25	0.1	0.6	0.43	SST
8061	322.4	0.98	1	-0.404	-0.043	-0.06	0	0	0	0	0.09	0.05	0	0	0	0	0	0.47	0	0.24	0.09	0.39	0.31	SST
8062	322.44	0.98	1	-0.403	-0.045	-0.061	0	0	0	0	0.13	0.12	0	0	0	0	0	0.45	0	0.23	0.08	0.28	0.17	SST
8063	322.48	0.98	1	-0.404	-0.045	-0.061	0	0	0	0	0.19	0.2	0	0	0	0	0.06	0.34	0	0.21	0.04	0.1	0.02	SST
8064	322.52	0.98	1	-0.403	-0.045	-0.061	0	0.04	0	0	0.14	0.15	0	0	0	0	0.11	0.3	0	0.18	0.04	0.07	0.02	SST
8065	322.56	0.98	1	-0.407	-0.043	-0.061	0	0.1	0	0	0.09	0.08	0	0	0	0	0.19	0.31	0	0.16	0.02	0	0.02	SST
8066	322.6	0.98	1	-0.408	-0.043	-0.061	0	0.14	0	0.01	0.06	0	0	0	0	0	0.17	0.35	0.05	0.17	0.03	0	0	SST
8067	322.64	0.98	1	-0.409	-0.046	-0.061	0	0.15	0	0.01	0.12	0	0	0	0	0	0.24	0.24	0.13	0.17	0.09	0	0	SST
8068	322.68	0.98	1	-0.409	-0.045	-0.061	0.01	0.09	0	0.01	0.15	0	0	0	0	0	0.16	0.22	0.25	0.17	0.1	0	0	SST
8069	322.72	0.98	1	-0.408	-0.045	-0.061	0.01	0.05	0	0	0.17	0	0	0	0	0	0.12	0.25	0.28	0.13	0.12	0	0	SST
8070	322.76	0.98	1	-0.409	-0.044	-0.062	0.01	0	0	0	0.16	0	0	0.01	0	0	0	0.32	0.3	0.11	0.1	0	0	SST
8071	322.8	0.98	1	-0.409	-0.044	-0.062	0.01	0	0	0	0.17	0	0	0	0	0	0	0.32	0.25	0.07	0.12	0	0	SST
8072	322.84	0.98	1	-0.405	-0.045	-0.061	0.01	0	0	0.03	0.16	0	0	0	0	0	0	0.31	0.27	0.08	0.08	0	0	SST
8073	322.88	0.98	1	-0.404	-0.044	-0.061	0.01	0	0	0.03	0.14	0.03	0	0	0	0	0.02	0.29	0.26	0.05	0.05	0	0	SST
8074	322.92	0.98	1	-0.405	-0.047	-0.063	0	0	0	0.03	0.12	0.08	0	0	0	0	0.07	0.35	0.24	0.08	0.04	0	0	SST
8075	322.96	0.98	1	-0.403	-0.048	-0.063	0	0	0	0	0.11	0.14	0	0	0	0	0.1	0.39	0.18	0.08	0.02	0.02	0	SST
8076	323	0.98	1	-0.403	-0.048	-0.063	0	0	0	0.04	0.09	0.11	0	0	0	0	0.13	0.44	0.09	0.11	0.02	0.08	0.12	SST
8077	323.04	0.98	1	-0.41	-0.047	-0.062	0	0	0	0.1	0.07	0.06	0	0	0	0	0.16	0.46	0.04	0.11	0	0.1	0.22	SST
8078	323.08	0.98	1	-0.411	-0.048	-0.061	0	0	0	0.13	0.05	0	0	0	0	0	0.24	0.5	0	0.12	0	0.14	0.3	SST
8079	323.12	0.98	1	-0.411	-0.048	-0.061	0	0	0	0.09	0.1	0.02	0	0.04	0	0	0.19	0.51	0	0.12	0	0.07	0.29	SST
8080	323.16	0.98	1	-0.413	-0.046	-0.063	0	0	0	0.03	0.12	0.02	0	0.04	0	0	0.11	0.46	0	0.08	0	0.05	0.26	SST
8081	323.2	0.98	1	-0.411	-0.046	-0.063	0	0	0	0	0.14	0.02	0	0.05	0	0	0.07	0.4	0	0.04	0	0	0.22	SST
8082	323.24	0.98	1	-0.42	-0.041	-0.063	0	0	0	0	0.11	0	0	0.03	0	0	0.11	0.35	0	0.02	0	0	0.15	SST
8083	323.28	0.98	1	-0.422	-0.041	-0.064	0	0	0	0	0.09	0	0	0.03	0	0	0.11	0.36	0.01	0.04	0	0	0.13	SST
8084	323.32	0.98	1	-0.422	-0.04	-0.064	0	0	0	0	0.1	0	0	0.01	0	0	0.11	0.29	0.01	0.04	0	0	0.12	SST
8085	323.36	0.98	1	-0.422	-0.039	-0.063	0	0	0	0	0.11	0	0	0	0	0	0.12	0.21	0.01	0.04	0	0	0.07	SST
8086	323.4	0.98	1	-0.423	-0.038	-0.064	0	0	0	0	0.11	0	0	0	0	0	0.12	0.22	0	0.02	0	0	0.29	SST
8087	323.44	0.98	1	-0.423	-0.04	-0.064	0	0	0	0	0.1	0	0	0	0	0	0.11	0.32	0	0.01	0	0	0.53	SST
8088	323.48	0.98	1	-0.423	-0.041	-0.064	0.02	0	0	0	0.09	0	0	0	0	0	0.06	0.47	0.06	0.03	0	0	0.75	SST
8089	323.52	0.98	1	-0.422	-0.04	-0.064	0.02	0	0	0	0.11	0	0	0	0	0	0.06	0.4	0.22	0.03	0	0	0.77	SST
8090	323.56	0.98	1	-0.42	-0.04	-0.064	0.02	0	0	0	0.11	0	0	0	0	0	0	0.32	0.41	0.03	0	0	0.8	SST
8091	323.6	0.98	1	-0.419	-0.04	-0.064	0.02	0	0	0	0.09	0	0	0	0	0	0	0.18	0.42	0	0	0.04	0.83	SST
8092	323.64	0.98	1	-0.422	-0.041	-0.065	0.05	0	0	0	0.05	0	0	0	0	0	0	0.19	0.37	0	0	0.07	0.77	SST
8093	323.68	0.98	1	-0.422	-0.04	-0.065	0.07	0	0	0	0.02	0	0	0	0	0	0	0.19	0.27	0	0	0.12	0.71	SST
8094	323.72	0.98	1	-0.422	-0.04	-0.065	0.05	0	0	0	0.07	0	0	0	0	0	0	0.27	0.19	0	0	0.08	0.74	SST
8095	323.76	0.98	1	-0.422	-0.042	-0.067	0.02	0	0	0	0.14	0	0	0	0	0	0	0.29	0.08	0	0	0.05	0.83	SST
8096	323.8	0.98	1	-0.422	-0.041	-0.067	0	0.14	0	0	0.27	0	0	0.01	0	0	0	0.33	0.01	0	0	0	1.28	SST
8097	323.84	0.98	1	-0.42	-0.041	-0.068	0	0.27	0	0	0.33	0	0	0.02	0	0	0.02	0.27	0.05	0	0	0	1.69	SST
8098	323.88	0.98	1	-0.422	-0.041	-0.068	0	0.41	0	0	0.38	0	0	0.02	0	0	0.03	0.25	0.09	0	0	0	2.04	SST
8099	323.92	0.98	1	-0.422	-0.042	-0.068	0	0.39	0	0	0.31	0	0	0.01	0	0	0.07	0.14	0.27	0	0.01	0	2.08	SST
8100	323.96	0.98	1	-0.422	-0.039	-0.069	0	0.37	0	0	0.29	0	0.02	0	0	0	0.05	0.08	0.28	0.01	0.01	0	2.14	SST
8101	324	0.98	1	-0.418	-0.04	-0.07	0	0.28	0	0	0.31	0.01	0.06	0.02	0	0	0.04	0	0.32	0.01	0.01	0	1.96	SST
8102	324.04	0.98	1	-0.413	-0.037	-0.067	0	0.24	0	0	0.39	0.05	0.1	0.02	0	0	0	0	0.2	0.01	0	0	1.73	SST
8103	324.08	0.98	1	-0.413	-0.039	-0.066	0	0.2	0	0	0.46	0.13	0.11	0.02	0	0	0.02	0.01	0.23	0	0	0	1.47	SST
8104	324.12	0.98	1	-0.412	-0.039	-0.065	0	0.16	0	0	0.38	0.12	0.07	0	0	0	0.02	0.18	0.14	0	0	0.04	1.3	SST
8105	324.16	0.98	1	-0.417	-0.04	-0.066	0	0.1	0	0	0.3	0.09	0.04	0	0	0	0.02	0.34	0.08	0	0	0.08	1.09	SST
8106	324.2	0.98	1	-0.415	-0.04	-0.066	0	0.1	0	0	0.22	0.07	0	0	0	0	0.05	0.48	0	0.07	0	0.16	0.64	SST
8107	324.24	0.98	1	-0.416	-0.04	-0.065	0	0.19	0	0	0.22	0.13	0	0	0	0	0.08	0.44	0	0.1	0	0.13	0.36	SST
8108	324.28	0.98	1	-0.417	-0.039	-0.066	0	0.25	0	0	0.23	0.2	0	0	0	0	0.1	0.41	0	0.12	0	0.13	0.12	SST
8109	324.32	0.98	1	-0.417	-0.038	-0.066	0	0.18	0	0	0.19	0.17	0	0	0	0	0.06	0.37	0	0.09	0	0.06	0.09	SST
8110	324.36	0.98	1	-0.415	-0.042	-0.064	0	0.09	0	0	0.17	0.11	0	0	0	0	0.03	0.37	0.03	0.12	0	0.05	0.06	SST
8111	324.4	0.98	1	-0.415	-0.042	-0.064	0	0	0	0	0.17	0.12	0	0	0	0	0.04	0.43	0.03	0.17	0	0.07	0.01	SST
8112	324.44	0.98	1	-0.415	-0.042	-0.064	0	0.02	0	0	0.17	0.08	0	0	0	0	0.05	0.5	0.07	0.21	0	0.07	0.01	SST
8113	324.48	0.98	1	-0.413	-0.044	-0.063	0	0.02	0	0	0.16	0.07	0	0	0	0	0.08	0.54	0.08	0.23	0	0.07	0	SST
8114	324.52	0.98	1	-0.413	-0.044	-0.063	0	0.02	0	0	0.15	0	0	0.03	0	0	0.05	0.39	0.08	0.2	0	0.03	0	SST
8115	324.56	0.98	1	-0.41	-0.041	-0.062	0	0	0	0	0.13	0	0	0.06	0	0	0.05	0.29	0.07	0.17	0	0.08	0	SST
8116	324.6	0.98	1	-0.41	-0.041	-0.062	0.05	0	0	0	0.15	0	0	0.06	0	0	0.04	0.24	0.04	0.15	0	0.11	0	SST
8117	324.64	0.98	1	-0.416	-0.044	-0.07	0.08	0	0	0.08	0.17	0	0	0.03	0	0	0.05	0.29	0.04	0.18	0	0.15	0.04	SST
8118	324.68	0.98	1	-0.417	-0.042	-0.071	0.12	0	0	0.12	0.22	0	0	0	0	0	0.06	0.28	0	0.19	0	0.14	0.1	SST
8119	324.72	0.98	1	-0.416	-0.042	-0.071	0.12	0	0	0.13	0.16	0	0	0	0	0	0.07	0.32	0.02	0.14	0	0.1	0.24	SST
8120	324.76	0.98	1	-0.419	-0.04	-0.074	0.14	0	0	0.05	0.08	0	0	0	0	0	0.07	0.39	0.05	0.08	0	0.04	0.33	SST
8121	324.8	0.98	1	-0.42	-0.04	-0.075	0.18	0	0	0.01	0	0	0	0	0	0	0.13	0.43	0.08	0.05	0	0	0.35	SST
8122	324.84	0.98	1	-0.418	-0.043	-0.076	0.21	0	0	0	0	0	0	0	0	0	0.15	0.37	0.06	0.04	0	0	0.28	SST
8123	324.88	0.98	1	-0.42	-0.042	-0.076	0.22	0	0	0	0	0	0	0.01	0	0	0.2	0.3	0.02	0.03	0	0	0.21	SST
8124	324.92	0.98	1	-0.42	-0.043	-0.076	0.15	0.02	0	0	0.1	0	0	0.01	0	0	0.13	0.31	0.04	0.04	0	0.15	0.18	SST
8125	324.96	0.98	1	-0.421	-0.042	-0.072	0.09	0.05	0	0	0.21	0	0	0.01	0	0	0.06	0.39	0.05	0.04	0	0.29	0.17	SST
8126	325	0.98	1	-0.42	-0.042	-0.071	0.02	0.05	0	0	0.25	0	0	0	0	0	0	0.47	0.05	0.07	0	0.29	0.12	SST
8127	325.04	0.98	1	-0.412	-0.038	-0.068	0.01	0.03	0	0	0.2	0	0	0	0	0	0	0.49	0.01	0.11	0	0.15	0.07	SST
8128	325.08	0.98	1	-0.411	-0.037	-0.068	0	0	0	0	0.14	0	0	0	0	0	0	0.47	0	0.18	0	0.01	0.03	SST
8129	325.12	0.98	1	-0.411	-0.037	-0.068	0	0	0	0	0.16	0.11	0	0	0	0.01	0	0.39	0	0.18	0	0.01	0.03	SST
8130	325.16	0.98	1	-0.413	-0.039	-0.07	0	0	0	0	0.18	0.26	0	0	0	0.01	0.01	0.34	0	0.13	0	0.01	0.06	SST
8131	325.2	0.98	1	-0.412	-0.039	-0.07	0	0	0	0	0.17	0.26	0	0	0	0.04	0.01	0.29	0	0.09	0	0	0.03	SST
8132	325.24	0.98	1	-0.409	-0.04	-0.069	0	0	0	0	0.12	0.15	0	0.03	0	0.08	0.02	0.34	0	0.06	0	0.05	0.03	SST
8133	325.28	0.98	1	-0.409	-0.04	-0.069	0	0	0	0	0.08	0	0	0.05	0	0.14	0	0.34	0	0.06	0	0.09	0	SST
8134	325.32	0.98	1	-0.409	-0.04	-0.069	0	0	0	0	0.06	0	0	0.05	0	0.13	0.07	0.33	0	0.11	0	0.09	0	SST
8135	325.36	0.98	1	-0.409	-0.042	-0.069	0	0	0	0	0.07	0	0	0.02	0	0.1	0.15	0.28	0.01	0.18	0	0.07	0	SST
8136	325.4	0.98	1	-0.409	-0.042	-0.069	0.02	0.02	0	0	0.09	0	0	0	0	0.04	0.17	0.18	0.01	0.19	0	0.03	0.03	SST
8137	325.44	0.98	1	-0.41	-0.038	-0.066	0.06	0.09	0	0	0.1	0	0	0	0	0.02	0.15	0.12	0.01	0.15	0.04	0.03	0.09	SST
8138	325.48	0.98	1	-0.411	-0.037	-0.067	0.09	0.14	0	0	0.1	0.01	0	0	0	0	0.1	0.05	0	0.11	0.07	0	0.1	SST
8139	325.52	0.98	1	-0.41	-0.036	-0.066	0.08	0.12	0	0	0.08	0.1	0	0	0	0	0.08	0.09	0.01	0.1	0.07	0.04	0.07	SST
8140	325.56	0.98	1	-0.406	-0.04	-0.068	0.03	0.05	0	0	0.09	0.2	0	0	0	0	0.03	0.1	0.01	0.08	0.03	0.09	0.02	SST
8141	325.6	0.98	1	-0.406	-0.041	-0.068	0	0	0	0	0.11	0.27	0	0	0	0	0	0.11	0.08	0.06	0	0.09	0.01	SST
8142	325.64	0.98	1	-0.408	-0.039	-0.067	0	0	0	0	0.12	0.28	0	0	0	0	0	0.09	0.11	0.05	0	0.05	0.03	SST
8143	325.68	0.98	1	-0.409	-0.038	-0.067	0	0	0	0	0.12	0.29	0	0	0	0	0	0.09	0.17	0.04	0	0	0.03	SST
8144	325.72	0.98	1	-0.409	-0.038	-0.067	0	0	0	0	0.11	0.23	0	0	0	0	0.11	0.18	0.11	0.09	0	0.01	0.02	SST
8145	325.76	0.98	1	-0.41	-0.038	-0.068	0	0	0	0	0.1	0.18	0	0	0	0	0.24	0.22	0.06	0.11	0	0.08	0	SST
8146	325.8	0.98	1	-0.41	-0.037	-0.068	0	0	0	0	0.1	0.12	0	0	0	0	0.35	0.25	0.01	0.15	0	0.15	0	SST
8147	325.84	0.98	1	-0.41	-0.037	-0.068	0	0	0	0	0.11	0.1	0	0	0	0	0.3	0.2	0.02	0.14	0.06	0.19	0	SST
8148	325.88	0.98	1	-0.41	-0.039	-0.07	0	0	0	0	0.13	0.05	0	0	0	0	0.17	0.13	0.1	0.15	0.12	0.15	0	SST
8149	325.92	0.98	1	-0.411	-0.038	-0.069	0	0	0	0	0.15	0	0	0	0	0	0.09	0.1	0.16	0.17	0.17	0.08	0	SST
8150	325.96	0.98	1	-0.411	-0.034	-0.069	0	0	0	0	0.16	0	0	0	0	0	0.03	0.1	0.24	0.16	0.12	0.03	0	SST
8151	326	0.98	1	-0.412	-0.034	-0.069	0	0	0	0	0.16	0	0	0	0	0	0.03	0.12	0.24	0.15	0.05	0	0	SST
8152	326.04	0.98	1	-0.412	-0.034	-0.068	0	0	0	0	0.15	0	0	0	0	0	0	0.17	0.23	0.09	0	0	0	SST
8153	326.08	0.98	1	-0.409	-0.035	-0.066	0	0	0	0	0.15	0	0	0	0	0	0	0.16	0.22	0.08	0	0	0	SST
8154	326.12	0.98	1	-0.41	-0.036	-0.066	0	0	0	0	0.17	0.02	0	0	0	0	0	0.16	0.15	0.07	0	0	0	SST
8155	326.16	0.98	1	-0.407	-0.037	-0.067	0	0	0	0	0.21	0.02	0	0	0	0	0	0.13	0.09	0.1	0	0	0	SST
8156	326.2	0.98	1	-0.405	-0.037	-0.067	0	0	0	0	0.23	0.02	0	0	0	0	0	0.17	0.01	0.11	0	0	0	SST
8157	326.24	0.98	1	-0.405	-0.036	-0.067	0	0	0	0	0.18	0	0	0	0	0.01	0	0.14	0.08	0.07	0.05	0	0	SST
8158	326.28	0.98	1	-0.41	-0.039	-0.068	0	0	0	0	0.11	0	0	0	0	0.04	0	0.08	0.18	0.04	0.11	0.04	0	SST
8159	326.32	0.98	1	-0.412	-0.04	-0.067	0	0	0	0	0.1	0.06	0	0	0	0.04	0.06	0	0.27	0	0.16	0.04	0	SST
8160	326.36	0.98	1	-0.408	-0.038	-0.066	0	0	0	0	0.15	0.06	0	0	0	0.03	0.13	0.03	0.25	0.07	0.15	0.08	0	SST
8161	326.4	0.98	1	-0.408	-0.041	-0.067	0	0	0	0	0.21	0.06	0	0	0	0	0.18	0.05	0.16	0.14	0.14	0.08	0	SST
8162	326.44	0.98	1	-0.408	-0.041	-0.067	0	0	0	0.01	0.2	0	0	0	0	0	0.11	0.18	0.08	0.26	0.19	0.08	0	SST
8163	326.48	0.98	1	-0.409	-0.04	-0.066	0	0	0	0.01	0.2	0	0	0	0	0	0.05	0.28	0.08	0.31	0.22	0.04	0	SST
8164	326.52	0.98	1	-0.411	-0.04	-0.067	0.03	0	0	0.01	0.14	0.03	0	0	0	0.06	0.03	0.35	0.18	0.32	0.26	0	0	SST
8165	326.56	0.98	1	-0.411	-0.041	-0.067	0.07	0	0	0	0.12	0.05	0	0	0	0.08	0.1	0.33	0.24	0.28	0.23	0	0	SST
8166	326.6	0.98	1	-0.411	-0.041	-0.067	0.08	0	0	0	0.07	0.05	0	0	0	0.08	0.16	0.34	0.3	0.25	0.23	0	0	SST
8167	326.64	0.98	1	-0.411	-0.041	-0.067	0.1	0	0	0	0.12	0.06	0	0	0	0.02	0.19	0.26	0.33	0.19	0.19	0	0	SST
8168	326.68	0.98	1	-0.41	-0.041	-0.067	0.09	0	0	0	0.16	0.07	0	0	0	0	0.16	0.18	0.31	0.14	0.21	0.02	0	SST
8169	326.72	0.98	1	-0.41	-0.041	-0.067	0.08	0	0	0.03	0.23	0.07	0	0	0	0	0.1	0.12	0.21	0.1	0.15	0.02	0	SST
